,id,location,morphology,ra,dec,x,y,p_sph,p_disk,p_irr,p_ps,real_x,real_y
10,11,"[166, 41]","[2.831416647493969e-06, 0.9808198775880248, 0.018279002785466052, 0.0008982882098616423]",110.84273744226678,-73.45475245592607,41.0,166.0,2.831416647493969e-06,0.9808198775880248,0.018279002785466052,0.0008982882098616423,2341.0,2466.0
11,12,"[152, 320]","[0.14826546583591302, 0.7726052666493453, 0.0009175892391316289, 0.07821167827561004]",110.82640851857659,-73.45498587349171,320.0,152.0,0.14826546583591302,0.7726052666493453,0.0009175892391316289,0.07821167827561004,2620.0,2452.0
12,13,"[172, 313]","[0.14518250549341702, 0.796515884954872, 4.937021221476088e-06, 0.058296672530489486]",110.82681833867406,-73.45465255358384,313.0,172.0,0.14518250549341702,0.796515884954872,4.937021221476088e-06,0.058296672530489486,2613.0,2472.0
13,14,"[235, 125]","[0.9899096443776584, 0.0041925561471355, 0.003586785040165877, 0.002311014435040264]",110.83782094384948,-73.45360261494852,125.0,235.0,0.9899096443776584,0.0041925561471355,0.003586785040165877,0.002311014435040264,2425.0,2535.0
14,15,"[253, 80]","[0.0010899574482522035, 0.0007056193481379825, 0.00030998770566360346, 0.9978944354979462]",110.84045432489069,-73.45330254408773,80.0,253.0,0.0010899574482522035,0.0007056193481379825,0.00030998770566360346,0.9978944354979462,2380.0,2553.0
15,16,"[271, 166]","[0.09665909834636359, 1.3747534843654382e-05, 0.0, 0.9033271541187927]",110.83542146121223,-73.45300265074366,166.0,271.0,0.09665909834636359,1.3747534843654382e-05,0.0,0.9033271541187927,2466.0,2571.0
16,17,"[269, 317]","[0.21465392847822623, 0.770822205641764, 0.013815472675342253, 0.0007083932046675356]",110.82658489088394,-73.45303587935679,317.0,269.0,0.21465392847822623,0.770822205641764,0.013815472675342253,0.0007083932046675356,2617.0,2569.0
17,18,"[289, 392]","[0.00010299864016631229, 0.974810267896747, 0.024478015295327123, 0.0006087181677595867]",110.8221960852628,-73.4527023557225,392.0,289.0,0.00010299864016631229,0.974810267896747,0.024478015295327123,0.0006087181677595867,2692.0,2589.0
18,19,"[289, 111]","[0.9897560271453572, 0.006801631951156035, 0.000658037344652451, 0.002784303558834344]",110.83863998386273,-73.45270259644731,111.0,289.0,0.9897560271453572,0.006801631951156035,0.000658037344652451,0.002784303558834344,2411.0,2589.0
19,20,"[307, 135]","[0.8245470519296354, 0.09949541348031768, 0.024810637681322224, 0.051146896908724725]",110.83723545676581,-73.45240262621142,135.0,307.0,0.8245470519296354,0.09949541348031768,0.024810637681322224,0.051146896908724725,2435.0,2607.0
20,21,"[369, 5]","[0.0005651646029873465, 0.9704477687665133, 0.02325677902320786, 0.005730287607291483]",110.84484213113952,-73.45136901925986,5.0,369.0,0.0005651646029873465,0.9704477687665133,0.02325677902320786,0.005730287607291483,2305.0,2669.0
21,22,"[392, 79]","[8.018094066012201e-05, 0.9662492872442597, 0.03295772277231813, 0.0007128090427620582]",110.84051189056582,-73.45098587549174,79.0,392.0,8.018094066012201e-05,0.9662492872442597,0.03295772277231813,0.0007128090427620582,2379.0,2692.0
22,23,"[394, 113]","[0.00042176390643702377, 0.101986178290801, 0.897592057802762, 0.0]",110.8385224281277,-73.45095259929647,113.0,394.0,0.00042176390643702377,0.101986178290801,0.897592057802762,0.0,2413.0,2694.0
