,id,location,morphology,ra,dec,x,y,p_sph,p_disk,p_irr,p_ps,real_x,real_y
13,14,"[670, 1682]","[0.0004904840511787235, 8.303902582623876e-05, 6.413147134013179e-05, 0.9993623454516549]",110.834486210874,-73.47135265675567,1682.0,670.0,0.0004904840511787235,8.303902582623876e-05,6.413147134013179e-05,0.9993623454516549,2482.0,1470.0
14,15,"[682, 1373]","[0.000454015537446154, 0.9819769608085765, 0.017222270047059958, 0.0003467536069173759]",110.85258825455169,-73.47115179102789,1373.0,682.0,0.000454015537446154,0.9819769608085765,0.017222270047059958,0.0003467536069173759,2173.0,1482.0
15,16,"[685, 2035]","[-0.00040097800237894635, 0.9831248185986101, 0.01706019585062132, 0.00021596355314745764]",110.81380656265807,-73.47110173696034,2035.0,685.0,-0.00040097800237894635,0.9831248185986101,0.01706019585062132,0.00021596355314745764,2835.0,1485.0
16,17,"[700, 1457]","[0.0, 0.9352294775359078, 0.06475806935409568, 1.2453109996525066e-05]",110.84766705757116,-73.47085218079413,1457.0,700.0,0.0,0.9352294775359078,0.06475806935409568,1.2453109996525066e-05,2257.0,1500.0
17,18,"[696, 1329]","[-0.0011388264840642244, 0.0, 0.0, 1.0011388264840642]",110.85516559585841,-73.47091820758196,1329.0,696.0,-0.0011388264840642244,0.0,0.0,1.0011388264840642,2129.0,1496.0
18,19,"[708, 1720]","[0.0006330895982419628, 0.0, 0.0, 0.9993669104017581]",110.83226008768926,-73.47071932223552,1720.0,708.0,0.0006330895982419628,0.0,0.0,0.9993669104017581,2520.0,1508.0
19,20,"[713, 1216]","[-0.002535285543604064, 0.0, 0.0, 1.002535285543604]",110.86178487807477,-73.47063408697362,1216.0,713.0,-0.002535285543604064,0.0,0.0,1.002535285543604,2016.0,1513.0
20,21,"[733, 1468]","[0.0, 0.0765070642901816, 0.9182709618532463, 0.005221973856572047]",110.8470222215435,-73.47030222335384,1468.0,733.0,0.0,0.0765070642901816,0.9182709618532463,0.005221973856572047,2268.0,1533.0
21,22,"[755, 2250]","[0.9912790460843826, 0.005069057282947061, 0.003190503179783301, 0.0004613934528870785]",110.80121353503968,-73.46993351282148,2250.0,755.0,0.9912790460843826,0.005069057282947061,0.003190503179783301,0.0004613934528870785,3050.0,1555.0
22,23,"[777, 2176]","[0.02344108667587696, -8.523414874957062e-06, 9.724456691860164e-05, 0.9764701921720794]",110.80554894636792,-73.46956746756445,2176.0,777.0,0.02344108667587696,-8.523414874957062e-06,9.724456691860164e-05,0.9764701921720794,2976.0,1577.0
23,24,"[799, 1268]","[0.9803233253043426, 0.012205547415303225, 0.007447874032479094, 2.3253247875086497e-05]",110.85873654263632,-73.46920114210272,1268.0,799.0,0.9803233253043426,0.012205547415303225,0.007447874032479094,2.3253247875086497e-05,2068.0,1599.0
24,25,"[801, 1778]","[0.9856641637166924, 0.0077151140500940334, 0.006200618185342974, 0.00042010404787055656]",110.82886279913834,-73.46916927498218,1778.0,801.0,0.9856641637166924,0.0077151140500940334,0.006200618185342974,0.00042010404787055656,2578.0,1601.0
25,26,"[802, 2034]","[1.4580744553919472e-05, 0.0, 0.0, 0.999985419255446]",110.81386739542285,-73.46915174270649,2034.0,802.0,1.4580744553919472e-05,0.0,0.0,0.999985419255446,2834.0,1602.0
26,27,"[827, 2248]","[0.04331861387125473, 0.9549090607920059, 0.0015135676864090415, 0.0002587576503303504]",110.80133296117616,-73.46873353106334,2248.0,827.0,0.04331861387125473,0.9549090607920059,0.0015135676864090415,0.0002587576503303504,3048.0,1627.0
27,28,"[834, 1644]","[0.011772612735462162, 3.651481253860849e-05, 0.0001600059283114646, 0.9880308665236878]",110.83671186203304,-73.46861930128554,1644.0,834.0,0.011772612735462162,3.651481253860849e-05,0.0001600059283114646,0.9880308665236878,2444.0,1634.0
28,29,"[845, 1411]","[0.9664881508709103, 0.02738927370277327, 0.006067622713543647, 5.4952712772704274e-05]",110.85035941693702,-73.46843531526603,1411.0,845.0,0.9664881508709103,0.02738927370277327,0.006067622713543647,5.4952712772704274e-05,2211.0,1645.0
29,30,"[850, 2322]","[0.0, 0.9293358727802359, 0.06722679089719091, 0.00343733632257319]",110.79699928100774,-73.46834948951134,2322.0,850.0,0.0,0.9293358727802359,0.06722679089719091,0.00343733632257319,3122.0,1650.0
30,31,"[856, 1253]","[1.3185740091827178e-05, 0.9659410712351909, 0.03376752305533341, 0.00027821996938388427]",110.85961372301844,-73.46825103482051,1253.0,856.0,1.3185740091827178e-05,0.9659410712351909,0.03376752305533341,0.00027821996938388427,2053.0,1656.0
31,32,"[855, 1609]","[0.0010340974043377552, 4.684294234697131e-07, 3.535131545273545e-07, 0.9989650806530842]",110.83876184281951,-73.46826925986068,1609.0,855.0,0.0010340974043377552,4.684294234697131e-07,3.535131545273545e-07,0.9989650806530842,2409.0,1655.0
32,33,"[859, 2385]","[0.001071212803465453, 1.0834197142589127e-05, 0.0, 0.998917952999392]",110.79330953418989,-73.46819881605362,2385.0,859.0,0.001071212803465453,1.0834197142589127e-05,0.0,0.998917952999392,3185.0,1659.0
33,34,"[859, 2259]","[-0.0025015760023451104, 0.0, 0.0, 1.002501576002345]",110.80068967179899,-73.46820009821941,2259.0,859.0,-0.0025015760023451104,0.0,0.0,1.002501576002345,3059.0,1659.0
34,35,"[872, 2356]","[0.00037970268400510016, 0.8892276460274487, 0.11006826574014295, 0.00032438554840318653]",110.79500862741416,-73.46798246752361,2356.0,872.0,0.00037970268400510016,0.8892276460274487,0.11006826574014295,0.00032438554840318653,3156.0,1672.0
35,36,"[901, 1215]","[0.9687941093848347, 0.02486714932413566, 0.006338741291029629, 0.0]",110.86183823566307,-73.46750074633697,1215.0,901.0,0.9687941093848347,0.02486714932413566,0.006338741291029629,0.0,2015.0,1701.0
36,37,"[904, 1723]","[-0.0002545494086208547, 0.563496839038912, 0.4338031682753388, 0.0029545420943699763]",110.83208461408037,-73.46745265468849,1723.0,904.0,-0.0002545494086208547,0.563496839038912,0.4338031682753388,0.0029545420943699763,2523.0,1704.0
37,38,"[911, 1530]","[0.9911815497270776, 0.0056230408906528745, 0.0030579192022285634, 0.00013749018004096124]",110.84338854870043,-73.46733575949082,1530.0,911.0,0.9911815497270776,0.0056230408906528745,0.0030579192022285634,0.00013749018004096124,2330.0,1711.0
38,39,"[917, 1358]","[0.9651263137485595, 0.030050194669330125, 0.003129251484400768, 0.0016942400977096274]",110.85346239488271,-73.46723504314389,1358.0,917.0,0.9651263137485595,0.030050194669330125,0.003129251484400768,0.0016942400977096274,2158.0,1717.0
39,40,"[925, 1099]","[0.0019033907740102897, 0.4446830564417766, 0.5487058981570337, 0.004707654627179413]",110.8686315426548,-73.46709971954421,1099.0,925.0,0.0019033907740102897,0.4446830564417766,0.5487058981570337,0.004707654627179413,1899.0,1725.0
40,41,"[945, 1495]","[2.375375968519278e-06, 0.9907852354008708, 0.00921181068733406, 5.785358265755945e-07]",110.84543808516389,-73.46676898625236,1495.0,945.0,2.375375968519278e-06,0.9907852354008708,0.00921181068733406,5.785358265755945e-07,2295.0,1745.0
41,42,"[945, 2087]","[0.5677406257036212, 0.41117883779876857, 0.011335538356610176, 0.00974499814100009]",110.81076606217654,-73.46676809673305,2087.0,945.0,0.5677406257036212,0.41117883779876857,0.011335538356610176,0.00974499814100009,2887.0,1745.0
42,43,"[944, 1437]","[0.0010824557300075466, 6.466461044163674e-06, 0.0, 0.9989110778089483]",110.84883502131082,-73.46678543220371,1437.0,944.0,0.0010824557300075466,6.466461044163674e-06,0.0,0.9989110778089483,2237.0,1744.0
43,44,"[946, 2557]","[0.8705686836204212, 0.10018276158484309, 0.02917613688341005, 7.241791132572994e-05]",110.78323934701862,-73.4667466478304,2557.0,946.0,0.8705686836204212,0.10018276158484309,0.02917613688341005,7.241791132572994e-05,3357.0,1746.0
44,45,"[971, 1282]","[0.0014423541714981842, 0.497078589555551, 0.5004170686758667, 0.001061987597084108]",110.8579123623194,-73.46633457282114,1282.0,971.0,0.0014423541714981842,0.497078589555551,0.5004170686758667,0.001061987597084108,2082.0,1771.0
45,46,"[971, 1219]","[0.015316994983449078, 0.3345017969811071, 0.49012462804240153, 0.16005657999304226]",110.86160202689064,-73.46633411135825,1219.0,971.0,0.015316994983449078,0.3345017969811071,0.49012462804240153,0.16005657999304226,2019.0,1771.0
46,47,"[994, 2337]","[0.0002511205559999802, 0.00265619633024878, 0.0014180772207111167, 0.9956746058930401]",110.79612595810522,-73.46594933566682,2337.0,994.0,0.0002511205559999802,0.00265619633024878,0.0014180772207111167,0.9956746058930401,3137.0,1794.0
47,48,"[973, 1555]","[0.0005325484530666558, 0.9961441185039542, 0.003044984090344339, 0.0002783489526347857]",110.84192379736913,-73.46630249012102,1555.0,973.0,0.0005325484530666558,0.9961441185039542,0.003044984090344339,0.0002783489526347857,2355.0,1773.0
48,49,"[978, 1459]","[0.9749197172935341, 0.017532147916387623, 0.007400686606054417, 0.00014744818402381832]",110.84754606446465,-73.46621885576691,1459.0,978.0,0.9749197172935341,0.017532147916387623,0.007400686606054417,0.00014744818402381832,2259.0,1778.0
49,50,"[977, 1122]","[0.8227270891725735, 0.0006879480773762805, 0.0003014367780484308, 0.17628352597200173]",110.86728273987336,-73.46623327413906,1122.0,977.0,0.8227270891725735,0.0006879480773762805,0.0003014367780484308,0.17628352597200173,1922.0,1777.0
50,51,"[984, 1267]","[0.840284208229994, 0.06130889923690988, 0.014438630689899822, 0.08396826184319632]",110.85879053162917,-73.46611780219247,1267.0,984.0,0.840284208229994,0.06130889923690988,0.014438630689899822,0.08396826184319632,2067.0,1784.0
51,52,"[999, 2647]","[0.023232473048178885, 0.8931879422818287, 0.08357958466999232, 0.0]",110.7779711551745,-73.46586198763174,2647.0,999.0,0.023232473048178885,0.8931879422818287,0.08357958466999232,0.0,3447.0,1799.0
52,53,"[1013, 2662]","[0.8970929765611707, 0.09709490155290802, 0.004455639940661815, 0.0013564819452594346]",110.77709346198543,-73.46562842035262,2662.0,1013.0,0.8970929765611707,0.09709490155290802,0.004455639940661815,0.0013564819452594346,3462.0,1813.0
53,54,"[1014, 1059]","[0.018268529260741465, 0.9189761198343586, 0.061171829820037014, 0.0015835210848629331]",110.87097102327176,-73.4656159815469,1059.0,1014.0,0.018268529260741465,0.9189761198343586,0.061171829820037014,0.0015835210848629331,1859.0,1814.0
54,55,"[1036, 1823]","[0.5068096296041465, 0.1722610081262362, 0.0069182240384220335, 0.3140111382311952]",110.82622855723771,-73.46525253394144,1823.0,1036.0,0.5068096296041465,0.1722610081262362,0.0069182240384220335,0.3140111382311952,2623.0,1836.0
55,56,"[1038, 1374]","[0.004505444054162493, 0.06548535614999337, 0.8903982276635457, 0.03961097213229838]",110.85252303087485,-73.46521846369835,1374.0,1038.0,0.004505444054162493,0.06548535614999337,0.8903982276635457,0.03961097213229838,2174.0,1838.0
56,57,"[1045, 1924]","[0.0003464485215786753, 0.9780353984659251, 0.02145292508143687, 0.00016522793105932428]",110.82031387255493,-73.4651022461312,1924.0,1045.0,0.0003464485215786753,0.9780353984659251,0.02145292508143687,0.00016522793105932428,2724.0,1845.0
57,58,"[1051, 1247]","[0.003191121092094097, 5.160220318312808e-06, 0.0003064390149657079, 0.9964972796726219]",110.85996010109072,-73.46500099131788,1247.0,1051.0,0.003191121092094097,5.160220318312808e-06,0.0003064390149657079,0.9964972796726219,2047.0,1851.0
58,59,"[1063, 2387]","[0.00010016924800524828, 0.9699464516827364, 0.021976430618362113, 0.007976948450896216]",110.79320044352005,-73.46479879460944,2387.0,1063.0,0.00010016924800524828,0.9699464516827364,0.021976430618362113,0.007976948450896216,3187.0,1863.0
59,60,"[1062, 1438]","[0.5127197544676503, 0.41155034294206, 0.07515151023084633, 0.0005783923594434052]",110.84877468639293,-73.46481876995871,1438.0,1062.0,0.5127197544676503,0.41155034294206,0.07515151023084633,0.0005783923594434052,2238.0,1862.0
60,61,"[1061, 2099]","[0.13491644710245784, 0.7606756710343041, 0.0970640708348273, 0.007343811028410712]",110.81006591351841,-73.46483468642188,2099.0,1061.0,0.13491644710245784,0.7606756710343041,0.0970640708348273,0.007343811028410712,2899.0,1861.0
61,62,"[1066, 2794]","[0.8556102515293438, 0.134916271876215, 0.009468657700036935, 4.8188944042579395e-06]",110.76936639121844,-73.46474286939117,2794.0,1066.0,0.8556102515293438,0.134916271876215,0.009468657700036935,4.8188944042579395e-06,3594.0,1866.0
62,63,"[1071, 1795]","[0.6763904075743844, 0.09078895056254, 0.2324211037726419, 0.0003995380904337074]",110.82786849683222,-73.46466925092992,1795.0,1071.0,0.6763904075743844,0.09078895056254,0.2324211037726419,0.0003995380904337074,2595.0,1871.0
63,64,"[1070, 1056]","[0.9264100951143266, 0.026795544931725295, 0.010417421744483285, 0.03637693820946477]",110.87114464808526,-73.46468261702016,1056.0,1070.0,0.9264100951143266,0.026795544931725295,0.010417421744483285,0.03637693820946477,1856.0,1870.0
64,65,"[1073, 1015]","[0.9228941682545694, 0.0469784690053161, 0.00997149626335982, 0.02015586647675467]",110.87354550712415,-73.46463217279913,1015.0,1073.0,0.9228941682545694,0.0469784690053161,0.00997149626335982,0.02015586647675467,1815.0,1873.0
65,66,"[1073, 2584]","[0.0065061070038457776, 0.8743818425975072, 0.10560550659334692, 0.013506543805300149]",110.78166447376988,-73.46462959780973,2584.0,1073.0,0.0065061070038457776,0.8743818425975072,0.10560550659334692,0.013506543805300149,3384.0,1873.0
66,67,"[1074, 1871]","[0.00010298225495332094, 0.6669435041429598, 0.33182146211293195, 0.0011320514891549444]",110.82341793774798,-73.4646190846271,1871.0,1074.0,0.00010298225495332094,0.6669435041429598,0.33182146211293195,0.0011320514891549444,2671.0,1874.0
67,68,"[1078, 1216]","[0.9537533362410874, 0.04529591509253393, 0.0009295407333609045, 2.120793301777698e-05]",110.86177475975565,-73.46455075471971,1216.0,1078.0,0.9537533362410874,0.04529591509253393,0.0009295407333609045,2.120793301777698e-05,2016.0,1878.0
68,69,"[1102, 1284]","[0.00014013015149762207, 0.0020737796426911386, 0.0008433335712694625, 0.9969427566345418]",110.85779211073087,-73.46415125335358,1284.0,1102.0,0.00014013015149762207,0.0020737796426911386,0.0008433335712694625,0.9969427566345418,2084.0,1902.0
69,70,"[1089, 2358]","[0.0008242749621640148, 0.28350001920351925, 0.09790685205339081, 0.6177688537809259]",110.79489969005121,-73.46436578034164,2358.0,1089.0,0.0008242749621640148,0.28350001920351925,0.09790685205339081,0.6177688537809259,3158.0,1889.0
70,71,"[1093, 1682]","[0.19353121301599022, 0.7966870986028634, 0.0017404154855003597, 0.008041272895646026]",110.83448579814053,-73.46430265716428,1682.0,1093.0,0.19353121301599022,0.7966870986028634,0.0017404154855003597,0.008041272895646026,2482.0,1893.0
71,72,"[1096, 1007]","[0.0025130971316271985, 0.8835234052370119, 0.1136891293979779, 0.0002743682333829896]",110.87401307585515,-73.46424874969354,1007.0,1096.0,0.0025130971316271985,0.8835234052370119,0.1136891293979779,0.0002743682333829896,1807.0,1896.0
72,73,"[1097, 1482]","[0.9902752729843134, 0.004949973593363156, 0.004567986963481665, 0.0002067664588417435]",110.84619757141508,-73.4642356083871,1482.0,1097.0,0.9902752729843134,0.004949973593363156,0.004567986963481665,0.0002067664588417435,2282.0,1897.0
73,74,"[1108, 1119]","[0.03127664651497103, 0.9649665335499737, 0.0037250038945504187, 3.181604050478449e-05]",110.86745407757047,-73.46404991292559,1119.0,1108.0,0.03127664651497103,0.9649665335499737,0.0037250038945504187,3.181604050478449e-05,1919.0,1908.0
74,75,"[1105, 1970]","[0.9903279415657875, 0.0003352135104289601, 0.0018261702847852477, 0.007510674638998317]",110.81762095959274,-73.46410205990415,1970.0,1105.0,0.9903279415657875,0.0003352135104289601,0.0018261702847852477,0.007510674638998317,2770.0,1905.0
75,76,"[1114, 1518]","[0.031671775921461705, 0.9672740109796596, 0.0010081952636018443, 4.601783527682688e-05]",110.84408927504391,-73.4639523920523,1518.0,1114.0,0.031671775921461705,0.9672740109796596,0.0010081952636018443,4.601783527682688e-05,2318.0,1914.0
76,77,"[1114, 1756]","[0.048962034577162104, 0.9408594988902439, 0.010157829347437135, 2.063718515691658e-05]",110.83015249220317,-73.4639526330075,1756.0,1114.0,0.048962034577162104,0.9408594988902439,0.010157829347437135,2.063718515691658e-05,2556.0,1914.0
77,78,"[1124, 1343]","[0.037820868121588955, 0.07960748238414991, 0.8805186078922043, 0.002053041602056818]",110.85433670454421,-73.46378495812834,1343.0,1124.0,0.037820868121588955,0.07960748238414991,0.8805186078922043,0.002053041602056818,2143.0,1924.0
78,79,"[1131, 2394]","[0.9358387309825682, 0.014540882547906264, 0.00785112230517274, 0.04176926416435284]",110.79279322924205,-73.46366538255053,2394.0,1131.0,0.9358387309825682,0.014540882547906264,0.00785112230517274,0.04176926416435284,3194.0,1931.0
79,80,"[1140, 1036]","[0.9984981970279878, 0.0008872532876816233, 0.00017886221375472498, 0.0004356874705758782]",110.87231319371027,-73.46351573738555,1036.0,1140.0,0.9984981970279878,0.0008872532876816233,0.00017886221375472498,0.0004356874705758782,1836.0,1940.0
80,81,"[1143, 1538]","[0.9882773484591716, 0.010192004800222131, 0.0004936376583778334, 0.0010370090822284343]",110.84291784899585,-73.46346911458502,1538.0,1143.0,0.9882773484591716,0.010192004800222131,0.0004936376583778334,0.0010370090822284343,2338.0,1943.0
81,82,"[1144, 2548]","[0.013289042818051936, 0.9258436838079062, 0.05978694045008015, 0.001080332923961728]",110.78377609983586,-73.46344677464903,2548.0,1144.0,0.013289042818051936,0.9258436838079062,0.05978694045008015,0.001080332923961728,3348.0,1944.0
82,83,"[1160, 1612]","[0.0011001179396996177, 0.002503970503436222, 0.0033164043577456484, 0.9930795071991185]",110.83858460187601,-73.46318593109307,1612.0,1160.0,0.0011001179396996177,0.002503970503436222,0.0033164043577456484,0.9930795071991185,2412.0,1960.0
83,84,"[1156, 3058]","[0.09022932198706109, 0.02410515486036573, 0.845374108152726, 0.040291414999847175]",110.75391341685098,-73.46323758109789,3058.0,1156.0,0.09022932198706109,0.02410515486036573,0.845374108152726,0.040291414999847175,3858.0,1956.0
84,85,"[1162, 987]","[1.9157931049381367e-05, 0.9920137673018936, 0.00784759858615238, 0.00011947618090458127]",110.87518155830215,-73.46314852074731,987.0,1162.0,1.9157931049381367e-05,0.9920137673018936,0.00784759858615238,0.00011947618090458127,1787.0,1962.0
85,86,"[1172, 1440]","[0.004327078948789864, 0.9853485866255499, 0.010324334425660218, 0.0]",110.84865593015844,-73.46298544523401,1440.0,1172.0,0.004327078948789864,0.9853485866255499,0.010324334425660218,0.0,2240.0,1972.0
86,87,"[1170, 2103]","[0.9981035791781254, 0.0009476553682105882, 5.5220335847643976e-05, 0.0008935451178163233]",110.80983419607234,-73.46301799370357,2103.0,1170.0,0.9981035791781254,0.0009476553682105882,5.5220335847643976e-05,0.0008935451178163233,2903.0,1970.0
87,88,"[1176, 2804]","[0.2088238158575742, 0.7112240093507839, 0.0507412643919513, 0.029210910399690634]",110.76878775848516,-73.46290935764743,2804.0,1176.0,0.2088238158575742,0.7112240093507839,0.0507412643919513,0.029210910399690634,3604.0,1976.0
88,89,"[1195, 1962]","[0.0011319702784930463, 0.0014075605232942124, 0.0014582653299527902, 0.99600220386826]",110.81809078482618,-73.4626020948764,1962.0,1195.0,0.0011319702784930463,0.0014075605232942124,0.0014582653299527902,0.99600220386826,2762.0,1995.0
89,90,"[1189, 2009]","[0.0, 0.9825509360306937, 0.01738628379718116, 6.278017212517962e-05]",110.81533867491429,-73.46270187500596,2009.0,1189.0,0.0,0.9825509360306937,0.01738628379718116,6.278017212517962e-05,2809.0,1989.0
90,91,"[1186, 1158]","[0.002039538863512566, 0.0003293995798950428, 0.0, 0.9976310615565924]",110.86516788561357,-73.46275027011046,1158.0,1186.0,0.002039538863512566,0.0003293995798950428,0.0,0.9976310615565924,1958.0,1986.0
91,92,"[1192, 3114]","[1.8173418167231318e-05, 0.8507779978675254, 0.10868483271592703, 0.04051899599838039]",110.75063723738023,-73.46263631346787,3114.0,1192.0,1.8173418167231318e-05,0.8507779978675254,0.10868483271592703,0.04051899599838039,3914.0,1992.0
92,93,"[1199, 1543]","[0.0010092997191761353, 0.9765665177326578, 0.020230047335928623, 0.0021941352122373985]",110.84262456663818,-73.46253579422616,1543.0,1199.0,0.0010092997191761353,0.9765665177326578,0.020230047335928623,0.0021941352122373985,2343.0,1999.0
93,94,"[1198, 3019]","[0.01300682209967431, 0.0, 7.170029687220641e-06, 0.9869860078706385]",110.75620025733382,-73.46253843476269,3019.0,1198.0,0.01300682209967431,0.0,7.170029687220641e-06,0.9869860078706385,3819.0,1998.0
94,95,"[1201, 1110]","[0.17641844269907747, 0.00018144423703929477, 0.0007138951029363565, 0.8226862179609469]",110.86797795939593,-73.46249982734456,1110.0,1201.0,0.17641844269907747,0.00018144423703929477,0.0007138951029363565,0.8226862179609469,1910.0,2001.0
95,96,"[1219, 1015]","[0.0005677324113792759, 0.004222906260502365, 0.009333261547874151, 0.9858760997802442]",110.8735397783193,-73.46219884012365,1015.0,1219.0,0.0005677324113792759,0.004222906260502365,0.009333261547874151,0.9858760997802442,1815.0,2019.0
96,97,"[1206, 2738]","[6.729122292296203e-05, 0.04367145550314975, 0.9122158657779761, 0.04404538749595123]",110.77265412921122,-73.4624105131938,2738.0,1206.0,6.729122292296203e-05,0.04367145550314975,0.9122158657779761,0.04404538749595123,3538.0,2006.0
97,98,"[1213, 1090]","[0.005949296371792036, 0.9919399697662331, 0.0018543624631170176, 0.00025637139885784256]",110.86914859819352,-73.46229963178051,1090.0,1213.0,0.005949296371792036,0.9919399697662331,0.0018543624631170176,0.00025637139885784256,1890.0,2013.0
98,99,"[1205, 1724]","[-0.0006256657057526429, 0.00044198664234456426, 0.0, 1.000183679063408]",110.83202647587595,-73.46243598780279,1724.0,1205.0,-0.0006256657057526429,0.00044198664234456426,0.0,1.000183679063408,2524.0,2005.0
99,100,"[1207, 2765]","[0.06962011834424307, 0.42925604739409445, 0.4930251655939436, 0.008098668667718908]",110.77107327106495,-73.46239338254526,2765.0,1207.0,0.06962011834424307,0.42925604739409445,0.4930251655939436,0.008098668667718908,3565.0,2007.0
100,101,"[1215, 1215]","[0.0064331488478146705, 0.0, 0.0, 0.9935668511521853]",110.86182951589197,-73.46226741382944,1215.0,1215.0,0.0064331488478146705,0.0,0.0,0.9935668511521853,2015.0,2015.0
101,102,"[1230, 3155]","[0.12072120363961372, 0.7600992886306236, 0.08717913043124217, 0.032000377298520524]",110.74823972516512,-73.46200201986018,3155.0,1230.0,0.12072120363961372,0.7600992886306236,0.08717913043124217,0.032000377298520524,3955.0,2030.0
102,103,"[1230, 1159]","[0.9660274209879419, 0.0014719873177444105, 0.0009091279150166985, 0.03159146377929696]",110.86510796899768,-73.46201694572906,1159.0,1230.0,0.9660274209879419,0.0014719873177444105,0.0009091279150166985,0.03159146377929696,1959.0,2030.0
103,104,"[1239, 2998]","[1.4169070446051092e-06, 0.9150020047935341, 0.0805427172908162, 0.0044538610086051296]",110.75743292490533,-73.46185555105171,2998.0,1239.0,1.4169070446051092e-06,0.9150020047935341,0.0805427172908162,0.0044538610086051296,3798.0,2039.0
104,105,"[1242, 948]","[0.03240048621228958, 0.0035528064019704902, 0.00025945965023261506, 0.9637872477355073]",110.87746176201298,-73.46181472200801,948.0,1242.0,0.03240048621228958,0.0035528064019704902,0.00025945965023261506,0.9637872477355073,1748.0,2042.0
105,106,"[1246, 2805]","[0.7008090148199075, 0.20162524885055838, 0.004514592077274563, 0.09305114425225955]",110.7687336449168,-73.4617426736986,2805.0,1246.0,0.7008090148199075,0.20162524885055838,0.004514592077274563,0.09305114425225955,3605.0,2046.0
106,107,"[1254, 1452]","[0.0018838344517090146, 0.0003060034445638659, 6.267947299387722e-05, 0.9977474826307332]",110.8479521134527,-73.46161882821096,1452.0,1254.0,0.0018838344517090146,0.0003060034445638659,6.267947299387722e-05,0.9977474826307332,2252.0,2054.0
107,108,"[1254, 1661]","[1.8477175960663534e-06, 0.9926307171415426, 0.007360619705773739, 6.815435087545379e-06]",110.83571518863722,-73.4616193144658,1661.0,1254.0,1.8477175960663534e-06,0.9926307171415426,0.007360619705773739,6.815435087545379e-06,2461.0,2054.0
108,109,"[1255, 1545]","[0.19269335614921407, 0.4444728224055678, 0.18476145144636427, 0.17807236999885387]",110.84250696592322,-73.46160246598363,1545.0,1255.0,0.19269335614921407,0.4444728224055678,0.18476145144636427,0.17807236999885387,2345.0,2055.0
109,110,"[1267, 2174]","[2.8005578659377058e-05, 0.985240425847, 0.006309598519183839, 0.008421970055156798]",110.80567945604403,-73.4614008177418,2174.0,1267.0,2.8005578659377058e-05,0.985240425847,0.006309598519183839,0.008421970055156798,2974.0,2067.0
110,111,"[1280, 858]","[0.00016693600196226492, 0.8846356119817844, 0.11519745201625335, 0.0]",110.88272947686102,-73.46118021924768,858.0,1280.0,0.00016693600196226492,0.8846356119817844,0.11519745201625335,0.0,1658.0,2080.0
111,112,"[1272, 1156]","[0.02596504915276555, 0.9645580788984567, 0.009262788062597064, 0.0002140838861807161]",110.86528231469471,-73.46131691932506,1156.0,1272.0,0.02596504915276555,0.9645580788984567,0.009262788062597064,0.0002140838861807161,1956.0,2072.0
112,113,"[1277, 1066]","[0.005782767281082307, 0.03060723851645043, 0.9622235683473861, 0.0013864258550812048]",110.87055152764566,-73.46123272200944,1066.0,1277.0,0.005782767281082307,0.03060723851645043,0.9622235683473861,0.0013864258550812048,1866.0,2077.0
113,114,"[1279, 2302]","[0.0, 0.9929729362237796, 0.00648066502952843, 0.0005463987466919886]",110.79818558399828,-73.46119969137553,2302.0,1279.0,0.0,0.9929729362237796,0.00648066502952843,0.0005463987466919886,3102.0,2079.0
114,115,"[1290, 2849]","[0.02139891697776974, 7.017193983946387e-06, 0.0, 0.9785940658282463]",110.76616033541575,-73.46100853054187,2849.0,1290.0,0.02139891697776974,7.017193983946387e-06,0.0,0.9785940658282463,3649.0,2090.0
115,116,"[1296, 2118]","[0.38652097394483614, 0.45306215530866406, 0.0009436943504826288, 0.15947317639601719]",110.80895890381016,-73.46091789314826,2118.0,1296.0,0.38652097394483614,0.45306215530866406,0.0009436943504826288,0.15947317639601719,2918.0,2096.0
116,117,"[1292, 2643]","[0.14783634375650867, 0.8488737460761536, 0.0008590598078561258, 0.0024308503594816034]",110.77822127999887,-73.460978718498,2643.0,1292.0,0.14783634375650867,0.8488737460761536,0.0008590598078561258,0.0024308503594816034,3443.0,2092.0
117,118,"[1297, 2527]","[0.995150399019121, 0.0021378050563363254, 0.0016942939042960692, 0.0010175020202467034]",110.78501304523543,-73.46089706313684,2527.0,1297.0,0.995150399019121,0.0021378050563363254,0.0016942939042960692,0.0010175020202467034,3327.0,2097.0
118,119,"[1303, 1349]","[0.0, 0.9027404241109496, 0.09704152278159166, 0.0002180531074587614]",110.85398176705229,-73.46080165963112,1349.0,1303.0,0.0,0.9027404241109496,0.09704152278159166,0.0002180531074587614,2149.0,2103.0
119,120,"[1298, 2892]","[0.0001601207399323356, 0.8942204714876016, 0.09064199351906245, 0.014977414253403537]",110.7636433302657,-73.46087437488401,2892.0,1298.0,0.0001601207399323356,0.8942204714876016,0.09064199351906245,0.014977414253403537,3692.0,2098.0
120,121,"[1310, 1241]","[0.0, 0.7349157607462142, 0.26089798509226353, 0.004186254161522239]",110.86030466575198,-73.46068428064221,1241.0,1310.0,0.0,0.7349157607462142,0.26089798509226353,0.004186254161522239,2041.0,2110.0
121,122,"[1310, 1215]","[0.83999553559615, 0.015368850104985407, 0.00164761309291607, 0.14298800120594846]",110.86182687880157,-73.46068408071538,1215.0,1310.0,0.83999553559615,0.015368850104985407,0.00164761309291607,0.14298800120594846,2015.0,2110.0
